venue_name,season,id,total_balls,total_runs,target_runs,total_boundaries
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2010,419147,235,277.0,138,26.0
"M.Chinnaswamy Stadium, Bengaluru",2010,419148,223,322.0,160,41.0
"Arun Jaitley Stadium, Delhi",2010,419149,230,223.0,111,21.0
"Sawai Mansingh Stadium, Jaipur",2010,419150,240,311.0,174,35.0
"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2010,419151,238,289.0,151,28.0
"Brabourne Stadium, Mumbai",2010,419152,240,327.0,183,34.0
"MA Chidambaram Stadium, Chepauk, Chennai",2010,419153,201,282.0,139,34.0
"Sawai Mansingh Stadium, Jaipur",2010,419154,214,262.0,130,37.0
"MA Chidambaram Stadium, Chepauk, Chennai",2010,419155,232,225.0,112,19.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",2010,419156,235,352.0,174,51.0
"M.Chinnaswamy Stadium, Bengaluru",2010,419157,240,325.0,191,37.0
"Eden Gardens, Kolkata",2010,419158,217,265.0,132,36.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",2010,419159,238,387.0,192,56.0
"Arun Jaitley Stadium, Delhi",2010,419160,240,268.0,145,28.0
"Eden Gardens, Kolkata",2010,419161,225,268.0,133,30.0
"Dr DY Patil Sports Academy, Mumbai",2010,419162,240,333.0,184,36.0
"Dr DY Patil Sports Academy, Mumbai",2010,419163,236,246.0,142,26.0
"Dr DY Patil Sports Academy, Mumbai",2010,419164,194,168.0,82,21.0
"Dr DY Patil Sports Academy, Mumbai",2010,419165,240,314.0,168,36.0
"Newlands, Cape Town",2009,392181,240,311.0,165,38.0
"Newlands, Cape Town",2009,392182,211,191.0,133,20.0
"Newlands, Cape Town",2009,392183,101,162.0,104,21.0
"Newlands, Cape Town",2009,392184,197,205.0,101,26.0
"St George's Park, Port Elizabeth",2009,392185,212,266.0,179,31.0
"Kingsmead, Durban",2009,392186,176,237.0,158,28.0
"Kingsmead, Durban",2009,392187,0,,,
"Newlands, Cape Town",2009,392188,240,344.0,184,42.0
"Kingsmead, Durban",2009,392189,240,369.0,189,43.0
"Newlands, Cape Town",2009,392190,240,300.0,150,32.0
"Kingsmead, Durban",2009,392191,234,341.0,168,38.0
"Kingsmead, Durban",2009,392192,240,324.0,168,36.0
"Newlands, Cape Town",2009,392193,0,,,
"St George's Park, Port Elizabeth",2009,392194,236,299.0,149,27.0
"Newlands, Cape Town",2009,392195,240,251.0,139,24.0
"Kingsmead, Durban",2009,392196,237,334.0,165,42.0
"St George's Park, Port Elizabeth",2009,392197,212,282.0,187,31.0
"SuperSport Park, Centurion",2009,392198,231,290.0,143,35.0
"Kingsmead, Durban",2009,392199,239,282.0,139,29.0
"Kingsmead, Durban",2009,392200,240,235.0,119,14.0
"SuperSport Park, Centurion",2009,392201,224,300.0,148,38.0
"SuperSport Park, Centurion",2009,392202,237,290.0,164,34.0
"Buffalo Park, East London",2009,392203,240,287.0,148,27.0
"Kingsmead, Durban",2009,392204,240,282.0,145,33.0
"St George's Park, Port Elizabeth",2009,392205,238,283.0,141,33.0
"The Wanderers Stadium, Johannesburg",2009,392206,240,308.0,163,39.0
"St George's Park, Port Elizabeth",2009,392207,240,307.0,153,36.0
"The Wanderers Stadium, Johannesburg",2009,392208,229,299.0,149,34.0
"Buffalo Park, East London",2009,392209,208,278.0,178,33.0
"Kingsmead, Durban",2009,392210,240,344.0,211,48.0
"Kingsmead, Durban",2009,392211,234,311.0,154,37.0
"SuperSport Park, Centurion",2009,392212,240,271.0,145,28.0
"SuperSport Park, Centurion",2009,392213,210,212.0,105,22.0
"SuperSport Park, Centurion",2009,392214,216,359.0,185,48.0
"Buffalo Park, East London",2009,392215,233,234.0,116,23.0
"Diamond Oval, Kimberley",2009,392216,239,337.0,168,35.0
"Diamond Oval, Kimberley",2009,392217,230,281.0,140,34.0
"St George's Park, Port Elizabeth",2009,392218,240,298.0,157,26.0
"The Wanderers Stadium, Johannesburg",2009,392219,223,248.0,123,25.0
"Diamond Oval, Kimberley",2009,392220,237,279.0,166,27.0
"SuperSport Park, Centurion",2009,392221,236,349.0,173,44.0
"SuperSport Park, Centurion",2009,392222,218,241.0,119,29.0
"Kingsmead, Durban",2009,392223,236,322.0,173,40.0
"Kingsmead, Durban",2009,392224,236,261.0,129,30.0
"Kingsmead, Durban",2009,392225,239,288.0,145,31.0
"Mangaung Oval, Bloemfontein",2009,392226,235,243.0,120,22.0
"St George's Park, Port Elizabeth",2009,392227,235,298.0,147,29.0
"The Wanderers Stadium, Johannesburg",2009,392228,240,326.0,160,37.0
"The Wanderers Stadium, Johannesburg",2009,392229,240,267.0,134,29.0
"Mangaung Oval, Bloemfontein",2009,392230,240,286.0,150,27.0
"SuperSport Park, Centurion",2009,392231,240,377.0,188,47.0
"The Wanderers Stadium, Johannesburg",2009,392232,234,269.0,134,22.0
"Kingsmead, Durban",2009,392233,237,203.0,101,21.0
"Kingsmead, Durban",2009,392234,240,208.0,116,19.0
"SuperSport Park, Centurion",2009,392235,225,331.0,165,43.0
"SuperSport Park, Centurion",2009,392236,240,328.0,170,35.0
"SuperSport Park, Centurion",2009,392237,212,308.0,153,42.0
"The Wanderers Stadium, Johannesburg",2009,392238,233,295.0,146,35.0
"The Wanderers Stadium, Johannesburg",2009,392239,240,280.0,143,28.0
"M.Chinnaswamy Stadium, Bengaluru",2008,335982,211,304.0,222,35.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,335983,240,447.0,240,63.0
"Arun Jaitley Stadium, Delhi",2008,335984,211,261.0,129,36.0
"Eden Gardens, Kolkata",2008,335986,226,222.0,110,21.0
"Wankhede Stadium, Mumbai",2008,335985,238,331.0,165,44.0
"Sawai Mansingh Stadium, Jaipur",2008,335987,229,334.0,166,49.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,335988,156,286.0,142,42.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,335989,240,410.0,208,57.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,335990,239,431.0,214,65.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,335991,240,298.0,182,39.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,335993,222,299.0,147,35.0
"M.Chinnaswamy Stadium, Bengaluru",2008,335992,223,273.0,135,43.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,335995,237,320.0,158,42.0
"Dr DY Patil Sports Academy, Mumbai",2008,335994,192,309.0,154,43.0
"M.Chinnaswamy Stadium, Bengaluru",2008,335996,238,343.0,178,44.0
"Eden Gardens, Kolkata",2008,335997,232,275.0,137,37.0
"Arun Jaitley Stadium, Delhi",2008,335998,240,372.0,191,49.0
"Sawai Mansingh Stadium, Jaipur",2008,336000,235,347.0,196,41.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,335999,233,331.0,164,45.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,336001,234,341.0,169,43.0
"M.Chinnaswamy Stadium, Bengaluru",2008,336034,240,309.0,156,39.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,336003,240,347.0,178,44.0
"Dr DY Patil Sports Academy, Mumbai",2008,336004,233,295.0,162,36.0
"Sawai Mansingh Stadium, Jaipur",2008,336005,200,219.0,109,25.0
"M.Chinnaswamy Stadium, Bengaluru",2008,336006,226,253.0,126,32.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,336007,228,292.0,144,39.0
"Dr DY Patil Sports Academy, Mumbai",2008,336008,189,207.0,103,21.0
"Arun Jaitley Stadium, Delhi",2008,336009,240,375.0,187,50.0
"Eden Gardens, Kolkata",2008,336010,192,253.0,129,34.0
"Sawai Mansingh Stadium, Jaipur",2008,336011,216,281.0,140,36.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,336013,240,344.0,181,39.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,336014,240,385.0,204,54.0
"Sawai Mansingh Stadium, Jaipur",2008,336015,235,315.0,156,34.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,336016,214,287.0,143,34.0
"Eden Gardens, Kolkata",2008,336017,227,243.0,133,26.0
"Wankhede Stadium, Mumbai",2008,336018,203,314.0,156,48.0
"Arun Jaitley Stadium, Delhi",2008,336020,240,364.0,194,48.0
"Wankhede Stadium, Mumbai",2008,336021,125,135.0,67,19.0
"Sawai Mansingh Stadium, Jaipur",2008,336023,240,329.0,197,40.0
"Arun Jaitley Stadium, Delhi",2008,336022,114,212.0,118,28.0
"Eden Gardens, Kolkata",2008,336025,168,204.0,149,26.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,336024,240,331.0,178,42.0
"M.Chinnaswamy Stadium, Bengaluru",2008,336026,230,312.0,154,42.0
"Eden Gardens, Kolkata",2008,336027,219,297.0,147,41.0
"Wankhede Stadium, Mumbai",2008,336028,240,377.0,189,49.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,336029,240,238.0,126,27.0
"Arun Jaitley Stadium, Delhi",2008,336030,0,,,
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,336031,237,353.0,175,44.0
"MA Chidambaram Stadium, Chepauk, Chennai",2008,336033,240,412.0,211,57.0
"Arun Jaitley Stadium, Delhi",2008,336032,239,355.0,176,51.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,336002,234,336.0,165,48.0
"Eden Gardens, Kolkata",2008,336035,238,349.0,174,48.0
"Sawai Mansingh Stadium, Jaipur",2008,336036,240,291.0,145,28.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2008,336037,236,295.0,147,35.0
"M.Chinnaswamy Stadium, Bengaluru",2008,336012,204,248.0,122,29.0
"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2008,336019,240,401.0,221,60.0
"Wankhede Stadium, Mumbai",2008,336038,217,279.0,192,39.0
"Wankhede Stadium, Mumbai",2008,336039,209,228.0,112,30.0
"Dr DY Patil Sports Academy, Mumbai",2008,336040,240,327.0,163,33.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1422119,232,349.0,173,41.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,1422120,236,351.0,174,48.0
"Eden Gardens, Kolkata",2024,1422121,240,412.0,208,54.0
"Sawai Mansingh Stadium, Jaipur",2024,1422122,240,366.0,193,40.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1422123,240,330.0,168,40.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1422124,236,354.0,176,47.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1422125,240,349.0,206,43.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1422126,240,523.0,277,69.0
"Sawai Mansingh Stadium, Jaipur",2024,1422127,240,358.0,185,47.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1422128,221,368.0,182,44.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1422129,240,377.0,199,50.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1422130,235,330.0,162,37.0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,1422131,240,362.0,191,45.0
"Wankhede Stadium, Mumbai",2024,1422132,213,252.0,125,30.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1422133,238,334.0,181,43.0
"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2024,1422134,224,438.0,272,63.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1422135,239,399.0,199,52.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1422136,229,331.0,165,40.0
"Sawai Mansingh Stadium, Jaipur",2024,1422137,235,372.0,183,47.0
"Wankhede Stadium, Mumbai",2024,1422138,240,439.0,234,62.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1422139,233,293.0,163,30.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426260,226,278.0,137,33.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,1426261,240,362.0,182,51.0
"Sawai Mansingh Stadium, Jaipur",2024,1426262,240,395.0,196,48.0
"Wankhede Stadium, Mumbai",2024,1426263,213,395.0,196,59.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1426264,229,337.0,167,41.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,1426265,239,299.0,147,32.0
"Eden Gardens, Kolkata",2024,1426266,214,323.0,161,45.0
"Wankhede Stadium, Mumbai",2024,1426267,240,392.0,206,57.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1426268,240,549.0,287,81.0
"Eden Gardens, Kolkata",2024,1426269,240,447.0,223,65.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1426270,158,181.0,89,24.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,1426271,235,375.0,192,46.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1426272,234,356.0,176,44.0
"Arun Jaitley Stadium, Delhi",2024,1426273,235,465.0,266,71.0
"Eden Gardens, Kolkata",2024,1426274,240,443.0,222,67.0
"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",2024,1426275,235,288.0,142,35.0
"Sawai Mansingh Stadium, Jaipur",2024,1426276,232,362.0,179,48.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426277,237,423.0,210,58.0
"Arun Jaitley Stadium, Delhi",2024,1426278,240,444.0,224,66.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1426279,240,377.0,206,45.0
"Eden Gardens, Kolkata",2024,1426280,232,523.0,261,79.0
"Arun Jaitley Stadium, Delhi",2024,1426281,240,504.0,257,74.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1426282,234,395.0,196,50.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1426283,216,406.0,200,53.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426284,233,346.0,212,41.0
"Eden Gardens, Kolkata",2024,1426285,219,310.0,153,44.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1426286,236,289.0,144,33.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426287,227,325.0,162,39.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1426288,240,401.0,201,55.0
"Wankhede Stadium, Mumbai",2024,1426289,232,314.0,169,38.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1426290,199,299.0,147,48.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",2024,1426291,240,306.0,167,37.0
"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",2024,1426292,217,372.0,235,51.0
"Wankhede Stadium, Mumbai",2024,1426293,224,347.0,173,45.0
"Arun Jaitley Stadium, Delhi",2024,1426294,240,422.0,221,63.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1426295,178,332.0,165,50.0
"Himachal Pradesh Cricket Association Stadium, Dharamsala",2024,1426296,222,422.0,241,65.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1426297,240,427.0,231,56.0
"Eden Gardens, Kolkata",2024,1426298,192,296.0,157,42.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426299,230,286.0,141,29.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1426300,235,327.0,187,38.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1426301,0,,,
"Arun Jaitley Stadium, Delhi",2024,1426302,240,397.0,208,54.0
"Barsapara Cricket Stadium, Guwahati",2024,1426303,233,289.0,144,39.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1426304,0,,,
"Wankhede Stadium, Mumbai",2024,1426305,240,410.0,214,58.0
"M.Chinnaswamy Stadium, Bengaluru",2024,1426306,240,409.0,218,52.0
"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2024,1426307,235,429.0,214,
"Barsapara Cricket Stadium, Guwahati",2024,1426308,0,,,
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1426309,199,323.0,159,45.0
"Narendra Modi Stadium, Motera, Ahmedabad",2024,1426310,234,346.0,172,46.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426311,240,314.0,175,38.0
"MA Chidambaram Stadium, Chepauk, Chennai",2024,1426312,174,227.0,113,27.0
