name,fullName,season,nmatchesbowl_1s,ballsdelivr_1s,total_maidens_1s,total_runscon_1s,total_wickets_1s,total_dots_1s,total_4sconc_1s,total_6sconc_1s,total_wides_1s,total_noballs_1s,median_econ_1s,nmatchesbowl_3s,ballsdelivr_3s,total_maidens_3s,total_runscon_3s,total_wickets_3s,total_dots_3s,total_4sconc_3s,total_6sconc_3s,total_wides_3s,total_noballs_3s,economyRate_1s,economyRate_3s
Noor Ahmad,Noor Ahmad,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Noor Ahmad,Noor Ahmad,2023,13,283,0,369,16,103,28,13,15,1,8.33,13,283,0,369,16,103,28,13,15,1,7.823321554770318,7.823321554770318
Noor Ahmad,Noor Ahmad,2024,10,209,0,290,8,75,21,14,5,0,8.0,23,492,0,659,24,178,49,27,20,1,8.325358851674642,8.036585365853659
O Thomas,Oshane Thomas,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2019,4,60,0,79,5,22,9,1,1,2,7.5,4,60,0,79,5,22,9,1,1,2,7.9,7.9
O Thomas,Oshane Thomas,2020,0,0,0,0,0,0,0,0,0,0,0.0,4,60,0,79,5,22,9,1,1,2,,7.9
O Thomas,Oshane Thomas,2021,0,0,0,0,0,0,0,0,0,0,0.0,4,60,0,79,5,22,9,1,1,2,,7.9
O Thomas,Oshane Thomas,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
O Thomas,Oshane Thomas,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OC McCoy,Obed McCoy,2022,7,155,0,237,11,48,19,8,16,2,8.75,7,155,0,237,11,48,19,8,16,2,9.174193548387096,9.174193548387096
OC McCoy,Obed McCoy,2023,1,6,0,13,0,2,1,1,1,0,13.0,8,161,0,250,11,50,20,9,17,2,13.0,9.316770186335404
OC McCoy,Obed McCoy,2024,0,0,0,0,0,0,0,0,0,0,0.0,8,161,0,250,11,50,20,9,17,2,,9.316770186335404
OF Smith,Odean Smith,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
OF Smith,Odean Smith,2022,6,90,0,178,6,36,12,16,4,1,10.83,6,90,0,178,6,36,12,16,4,1,11.866666666666667,11.866666666666667
OF Smith,Odean Smith,2023,0,0,0,0,0,0,0,0,0,0,0.0,6,90,0,178,6,36,12,16,4,1,,11.866666666666667
OF Smith,Odean Smith,2024,0,0,0,0,0,0,0,0,0,0,0.0,6,90,0,178,6,36,12,16,4,1,,11.866666666666667
P Amarnath,Palani  Amarnath,2008,6,132,0,236,7,34,29,7,0,0,11.08,6,132,0,236,7,34,29,7,0,0,10.727272727272727,10.727272727272727
P Amarnath,Palani  Amarnath,2009,0,0,0,0,0,0,0,0,0,0,0.0,6,132,0,236,7,34,29,7,0,0,,10.727272727272727
P Amarnath,Palani  Amarnath,2010,0,0,0,0,0,0,0,0,0,0,0.0,6,132,0,236,7,34,29,7,0,0,,10.727272727272727
P Amarnath,Palani  Amarnath,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Amarnath,Palani  Amarnath,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2012,12,282,0,372,17,119,33,15,13,1,8.5,12,282,0,372,17,119,33,15,13,1,7.914893617021277,7.914893617021277
P Awana,Parvinder Awana,2013,14,324,1,412,15,137,44,11,6,2,8.0,26,606,1,784,32,256,77,26,19,3,7.62962962962963,7.762376237623762
P Awana,Parvinder Awana,2014,7,141,1,245,7,51,30,9,4,1,10.0,33,747,2,1029,39,307,107,35,23,4,10.425531914893616,8.265060240963855
P Awana,Parvinder Awana,2015,0,0,0,0,0,0,0,0,0,0,0.0,21,465,2,657,22,188,74,20,10,3,,8.477419354838709
P Awana,Parvinder Awana,2016,0,0,0,0,0,0,0,0,0,0,0.0,7,141,1,245,7,51,30,9,4,1,,10.425531914893616
P Awana,Parvinder Awana,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Awana,Parvinder Awana,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Dubey,Praveen Dubey,2020,3,48,0,72,0,12,5,4,0,0,9.66,3,48,0,72,0,12,5,4,0,0,9.0,9.0
P Dubey,Praveen Dubey,2021,0,0,0,0,0,0,0,0,0,0,0.0,3,48,0,72,0,12,5,4,0,0,,9.0
P Dubey,Praveen Dubey,2022,0,0,0,0,0,0,0,0,0,0,0.0,3,48,0,72,0,12,5,4,0,0,,9.0
P Dubey,Praveen Dubey,2023,1,18,0,19,1,8,1,1,1,0,6.33,1,18,0,19,1,8,1,1,1,0,6.333333333333333,6.333333333333333
P Dubey,Praveen Dubey,2024,0,0,0,0,0,0,0,0,0,0,0.0,1,18,0,19,1,8,1,1,1,0,,6.333333333333333
P Kumar,Praveen Kumar,2008,13,268,1,366,11,118,36,16,7,0,7.25,13,268,1,366,11,118,36,16,7,0,8.194029850746269,8.194029850746269
P Kumar,Praveen Kumar,2009,13,298,1,394,13,125,35,14,13,1,7.75,26,566,2,760,24,243,71,30,20,1,7.932885906040268,8.056537102473499
P Kumar,Praveen Kumar,2010,12,270,0,380,10,118,39,13,18,0,9.25,38,836,2,1140,34,361,110,43,38,1,8.444444444444445,8.181818181818182
P Kumar,Praveen Kumar,2011,13,276,5,345,10,143,45,10,7,0,8.0,38,844,6,1119,33,386,119,37,38,1,7.5,7.954976303317536
P Kumar,Praveen Kumar,2012,16,378,2,434,9,179,47,9,17,0,7.33,41,924,7,1159,29,440,131,32,42,0,6.888888888888889,7.525974025974026
P Kumar,Praveen Kumar,2013,15,338,3,373,12,168,34,12,16,0,7.0,44,992,10,1152,31,490,126,31,40,0,6.621301775147929,6.967741935483871
P Kumar,Praveen Kumar,2014,3,72,0,78,3,36,7,3,1,0,6.75,34,788,5,885,24,383,88,24,34,0,6.5,6.738578680203045
P Kumar,Praveen Kumar,2015,12,216,0,329,7,79,29,15,14,0,8.875,30,626,3,780,22,283,70,30,31,0,9.13888888888889,7.476038338658147
P Kumar,Praveen Kumar,2016,16,309,2,401,9,139,47,9,10,0,7.91,31,597,2,808,19,254,83,27,25,0,7.786407766990291,8.120603015075377
P Kumar,Praveen Kumar,2017,6,99,0,151,6,42,19,3,9,0,9.0,34,624,2,881,22,260,95,27,33,0,9.151515151515152,8.471153846153847
P Kumar,Praveen Kumar,2018,0,0,0,0,0,0,0,0,0,0,0.0,22,408,2,552,15,181,66,12,19,0,,8.117647058823529
P Kumar,Praveen Kumar,2019,0,0,0,0,0,0,0,0,0,0,0.0,6,99,0,151,6,42,19,3,9,0,,9.151515151515152
P Kumar,Praveen Kumar,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Kumar,Praveen Kumar,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Kumar,Praveen Kumar,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Kumar,Praveen Kumar,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Kumar,Praveen Kumar,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2012,6,132,0,152,7,50,9,7,1,0,6.75,6,132,0,152,7,50,9,7,1,0,6.909090909090909,6.909090909090909
P Negi,Pawan Negi,2013,1,24,0,28,0,3,1,0,2,0,7.0,7,156,0,180,7,53,10,7,3,0,7.0,6.923076923076923
P Negi,Pawan Negi,2014,2,42,0,75,0,9,5,4,1,0,10.915,9,198,0,255,7,62,15,11,4,0,10.714285714285714,7.7272727272727275
P Negi,Pawan Negi,2015,10,180,0,252,6,57,17,12,3,0,8.875,13,246,0,355,6,69,23,16,6,0,8.4,8.658536585365853
P Negi,Pawan Negi,2016,5,54,0,84,1,11,9,2,0,0,10.0,17,276,0,411,7,77,31,18,4,0,9.333333333333334,8.934782608695652
P Negi,Pawan Negi,2017,12,193,0,197,16,85,7,10,7,0,5.125,27,427,0,533,23,153,33,24,10,0,6.124352331606218,7.489461358313817
P Negi,Pawan Negi,2018,2,24,0,49,1,9,1,6,0,0,12.5,19,271,0,330,18,105,17,18,7,0,12.25,7.306273062730627
P Negi,Pawan Negi,2019,4,67,0,102,3,25,8,6,3,0,8.0,18,284,0,348,20,119,16,22,10,0,9.134328358208956,7.352112676056338
P Negi,Pawan Negi,2020,0,0,0,0,0,0,0,0,0,0,0.0,6,91,0,151,4,34,9,12,3,0,,9.956043956043956
P Negi,Pawan Negi,2021,0,0,0,0,0,0,0,0,0,0,0.0,4,67,0,102,3,25,8,6,3,0,,9.134328358208956
P Negi,Pawan Negi,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Negi,Pawan Negi,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2011,5,94,0,137,4,41,14,7,2,1,7.25,5,94,0,137,4,41,14,7,2,1,8.74468085106383,8.74468085106383
P Parameswaran,Prasanth Parameswaran,2012,3,60,0,87,5,25,9,3,2,0,10.0,8,154,0,224,9,66,23,10,4,1,8.7,8.727272727272727
P Parameswaran,Prasanth Parameswaran,2013,0,0,0,0,0,0,0,0,0,0,0.0,8,154,0,224,9,66,23,10,4,1,,8.727272727272727
P Parameswaran,Prasanth Parameswaran,2014,0,0,0,0,0,0,0,0,0,0,0.0,3,60,0,87,5,25,9,3,2,0,,8.7
P Parameswaran,Prasanth Parameswaran,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Parameswaran,Prasanth Parameswaran,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2011,1,6,0,18,0,3,0,3,0,0,18.0,1,6,0,18,0,3,0,3,0,0,18.0,18.0
P Prasanth,Padmanabhan Prasanth,2012,0,0,0,0,0,0,0,0,0,0,0.0,1,6,0,18,0,3,0,3,0,0,,18.0
P Prasanth,Padmanabhan Prasanth,2013,0,0,0,0,0,0,0,0,0,0,0.0,1,6,0,18,0,3,0,3,0,0,,18.0
P Prasanth,Padmanabhan Prasanth,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2019,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2020,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2021,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Prasanth,Padmanabhan Prasanth,2024,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2008,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2009,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2010,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2011,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2012,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2013,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2014,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2015,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2016,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2017,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2018,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2019,1,24,0,56,0,2,3,4,0,0,14.0,1,24,0,56,0,2,3,4,0,0,14.0,14.0
P Ray Barman,Prayas Ray Barman,2020,0,0,0,0,0,0,0,0,0,0,0.0,1,24,0,56,0,2,3,4,0,0,,14.0
P Ray Barman,Prayas Ray Barman,2021,0,0,0,0,0,0,0,0,0,0,0.0,1,24,0,56,0,2,3,4,0,0,,14.0
P Ray Barman,Prayas Ray Barman,2022,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
P Ray Barman,Prayas Ray Barman,2023,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
