Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count,name,nmatches_1s,total_runs_1s,ballsFaced_1s,total_fours_1s,total_sixes_1s,mediansr_1s,nmatches_3s,total_runs_3s,ballsFaced_3s,total_fours_3s,total_sixes_3s,run_rate_3s,nmatchesbowl_1s,ballsdelivr_1s,total_maidens_1s,total_runscon_1s,total_wickets_1s,total_dots_1s,total_4sconc_1s,total_6sconc_1s,total_wides_1s,total_noballs_1s,median_econ_1s,nmatchesbowl_3s,ballsdelivr_3s,total_maidens_3s,total_runscon_3s,total_wickets_3s,total_dots_3s,total_4sconc_3s,total_6sconc_3s,total_wides_3s,total_noballs_3s,economyRate_1s,economyRate_3s
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2009,0,0,SV Samson,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2010,0,0,SV Samson,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2011,0,0,SV Samson,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2012,0,0,SV Samson,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2013,1,1,SV Samson,10,206,178,19,5,105.555,10,206,178,19,5,6.943820224719101,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2014,0,1,SV Samson,13,339,273,25,17,105.26,23,545,451,44,22,7.250554323725056,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2015,0,1,SV Samson,11,204,163,16,8,91.66,34,749,614,60,30,7.319218241042345,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2016,1,1,SV Samson,14,291,259,20,8,109.25,38,834,695,61,33,7.2,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2017,1,2,SV Samson,14,386,273,32,19,126.79,39,881,695,68,35,7.605755395683453,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2018,2,4,SV Samson,15,441,320,30,19,121.73,43,1118,852,82,46,7.873239436619718,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2019,0,3,SV Samson,12,342,230,28,13,128.57,41,1169,823,90,51,8.522478736330498,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2020,2,4,SV Samson,14,375,236,21,26,135.895,41,1158,786,79,58,8.83969465648855,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2021,1,3,SV Samson,14,484,354,45,17,121.66,40,1201,820,94,56,8.78780487804878,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2022,1,4,SV Samson,17,458,312,43,26,133.33,45,1317,902,109,69,8.760532150776053,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2023,0,2,SV Samson,14,362,236,25,24,143.32999999999998,45,1304,902,113,67,8.674057649667406,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sanju Samson,RR,BAT,-,18.0,Rajasthan Royals,2024,2,3,SV Samson,11,471,288,44,23,150.0,42,1291,836,112,73,9.26555023923445,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2008,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2009,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2010,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2011,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2012,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2013,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2014,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2015,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2016,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2017,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2018,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2019,0,0,YBK Jaiswal,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2020,0,0,YBK Jaiswal,3,40,44,2,2,94.44,3,40,44,2,2,5.454545454545454,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2021,0,0,YBK Jaiswal,10,249,168,32,10,134.72000000000003,13,289,212,34,12,8.179245283018869,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2022,1,1,YBK Jaiswal,10,258,194,28,10,129.54500000000002,23,547,406,62,22,8.083743842364532,1,1,0,6,0,0,0,1,0,0,36.0,1,1,0,6,0,0,0,1,0,0,36.0,36.0
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2023,4,5,YBK Jaiswal,14,625,382,82,26,138.19,34,1132,744,142,46,9.129032258064516,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,6,0,0,0,1,0,0,,36.0
Yashasvi Jaiswal,RR,AR,-,18.0,Rajasthan Royals,2024,0,5,YBK Jaiswal,11,320,203,38,12,166.66,35,1203,779,148,48,9.265725288831836,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,6,0,0,0,1,0,0,,36.0
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2008,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2009,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2010,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2011,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2012,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2013,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2014,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2015,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2016,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2017,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2018,0,0,R Parag,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2019,0,0,R Parag,5,160,126,17,5,133.33,5,160,126,17,5,7.619047619047619,7,84,0,121,2,18,8,4,0,0,8.33,7,84,0,121,2,18,8,4,0,0,8.642857142857142,8.642857142857142
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2020,0,0,R Parag,8,86,77,6,3,69.44,13,246,203,23,8,7.270935960591133,2,12,0,27,0,3,1,2,1,0,13.5,9,96,0,148,2,21,9,6,1,0,13.5,9.25
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2021,0,0,R Parag,10,93,83,6,4,68.125,23,339,286,29,12,7.111888111888112,6,37,0,73,1,7,6,4,2,0,15.0,15,133,0,221,3,28,15,10,3,0,11.83783783783784,9.969924812030076
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2022,1,1,R Parag,14,183,132,11,10,129.16500000000002,32,362,292,23,17,7.438356164383562,4,24,0,59,1,3,3,5,2,0,13.0,12,73,0,159,2,13,10,11,5,0,14.75,13.068493150684931
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2023,0,1,R Parag,7,78,66,4,5,116.66,31,354,281,21,19,7.5587188612099645,0,0,0,0,0,0,0,0,0,0,0.0,10,61,0,132,2,10,9,9,4,0,,12.98360655737705
Riyan Parag,RR,AR,-,14.0,Rajasthan Royals,2024,1,2,R Parag,10,436,279,31,28,143.365,31,697,477,46,43,8.767295597484276,2,18,0,27,0,5,1,2,1,0,9.25,6,42,0,86,1,8,4,7,3,0,9.0,12.285714285714286
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2008,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2009,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2010,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2011,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2012,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2013,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2014,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2015,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2016,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2017,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2018,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2019,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2020,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2021,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2022,0,0,DC Jurel,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2023,0,0,DC Jurel,11,152,88,11,9,180.0,11,152,88,11,9,10.363636363636363,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Dhruv Jurel,RR,BAT,-,14.0,Rajasthan Royals,2024,0,0,DC Jurel,7,103,79,9,3,66.66,18,255,167,20,12,9.161676646706589,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2008,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2009,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2010,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2011,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2012,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2013,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2014,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2015,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2016,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2017,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2018,0,0,SO Hetmyer,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2019,1,1,SO Hetmyer,5,90,73,4,7,83.33,5,90,73,4,7,7.397260273972603,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2020,0,1,SO Hetmyer,11,185,125,11,12,157.14,16,275,198,15,19,8.333333333333334,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2021,0,1,SO Hetmyer,13,242,144,19,12,155.55,29,517,342,34,31,9.070175438596491,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2022,0,0,SO Hetmyer,15,314,204,21,21,135.48,39,741,473,51,45,9.399577167019029,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2023,1,1,SO Hetmyer,13,299,197,12,23,140.0,41,855,545,52,56,9.412844036697248,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Shimron Hetmyer,RR,BAT,-,11.0,Rajasthan Royals,2024,1,2,SO Hetmyer,7,83,45,6,6,183.33,35,696,446,39,50,9.36322869955157,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2008,0,0,Sandeep Sharma,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2009,0,0,Sandeep Sharma,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2010,0,0,Sandeep Sharma,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2011,0,0,Sandeep Sharma,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2012,0,0,Sandeep Sharma,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2013,0,0,Sandeep Sharma,1,0,1,0,0,0.0,1,0,1,0,0,0.0,4,96,1,119,8,46,14,4,0,2,7.375,4,96,1,119,8,46,14,4,0,2,7.4375,7.4375
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2014,3,3,Sandeep Sharma,1,2,5,0,0,40.0,2,2,6,0,0,2.0,11,241,2,354,18,113,40,14,11,3,8.75,15,337,3,473,26,159,54,18,11,5,8.813278008298756,8.421364985163205
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2015,0,3,Sandeep Sharma,3,9,14,1,0,77.77,5,11,20,1,0,3.3,14,300,4,350,13,148,39,10,10,1,7.75,29,637,7,823,39,307,93,28,21,6,7.0,7.751962323390895
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2016,0,3,Sandeep Sharma,4,8,9,0,0,100.0,8,19,28,1,0,4.071428571428571,14,300,1,366,15,132,34,12,9,0,7.375,39,841,7,1070,46,393,113,36,30,4,7.32,7.633769322235434
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2017,2,2,Sandeep Sharma,4,7,6,0,0,112.5,11,24,29,1,0,4.965517241379311,13,288,0,398,17,119,43,14,11,1,8.25,41,888,5,1114,45,399,116,36,30,2,8.291666666666666,7.527027027027027
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2018,0,2,Sandeep Sharma,3,0,4,0,0,0.0,11,15,19,0,0,4.7368421052631575,12,264,0,333,12,116,30,14,9,0,7.5,39,852,1,1097,44,367,107,40,29,1,7.568181818181818,7.725352112676056
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2019,0,2,Sandeep Sharma,2,6,3,1,0,175.0,9,13,13,1,0,6.0,11,256,0,352,12,82,29,12,9,0,8.25,36,808,0,1083,41,317,102,40,29,1,8.25,8.042079207920793
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2020,1,1,Sandeep Sharma,5,12,15,1,0,50.0,10,18,22,2,0,4.909090909090909,13,312,0,374,14,119,29,13,5,0,7.25,36,832,0,1059,38,317,88,39,23,0,7.1923076923076925,7.637019230769231
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2021,0,1,Sandeep Sharma,2,8,7,1,0,66.665,9,26,25,3,0,6.24,7,141,0,203,3,52,20,7,3,1,8.66,31,709,0,929,29,253,78,32,17,1,8.638297872340425,7.861777150916784
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2022,0,1,Sandeep Sharma,0,0,0,0,0,0.0,7,20,22,2,0,5.454545454545454,5,120,0,153,2,60,18,6,6,0,9.25,25,573,0,730,19,231,67,26,14,1,7.65,7.643979057591623
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2023,0,0,Sandeep Sharma,2,2,6,0,0,20.0,4,10,13,1,0,4.615384615384615,12,276,0,396,10,95,40,13,10,4,8.5,24,537,0,752,15,207,78,26,19,5,8.608695652173912,8.402234636871508
Sandeep Sharma,RR,BOWL,-,4.0,Rajasthan Royals,2024,1,1,Sandeep Sharma,0,0,0,0,0,0.0,2,2,6,0,0,2.0,6,138,0,180,10,46,16,5,6,0,7.75,23,534,0,729,22,201,74,24,22,4,7.826086956521739,8.191011235955056
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2008,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2009,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2010,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2011,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2012,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2013,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2014,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2015,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2016,0,0,Rashid Khan,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Rashid Khan,GT,BOWL,-,18.0,Gujarat Titans,2017,2,2,Rashid Khan,3,11,9,0,1,75.0,3,11,9,0,1,7.333333333333333,14,324,0,358,17,129,24,13,4,0,5.75,14,324,0,358,17,129,24,13,4,0,6.62962962962963,6.62962962962963
