Players,Team,Type,Base,Sold,Team_Name,season,pom_s1count,pom_s3count,name,nmatches_1s,total_runs_1s,ballsFaced_1s,total_fours_1s,total_sixes_1s,mediansr_1s,nmatches_3s,total_runs_3s,ballsFaced_3s,total_fours_3s,total_sixes_3s,run_rate_3s,nmatchesbowl_1s,ballsdelivr_1s,total_maidens_1s,total_runscon_1s,total_wickets_1s,total_dots_1s,total_4sconc_1s,total_6sconc_1s,total_wides_1s,total_noballs_1s,median_econ_1s,nmatchesbowl_3s,ballsdelivr_3s,total_maidens_3s,total_runscon_3s,total_wickets_3s,total_dots_3s,total_4sconc_3s,total_6sconc_3s,total_wides_3s,total_noballs_3s,economyRate_1s,economyRate_3s
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2015,3,8,AM Rahane,13,540,413,53,13,133.33,43,1367,1162,133,27,7.058519793459553,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2016,2,7,AM Rahane,14,480,379,54,9,120.645,39,1359,1083,145,25,7.529085872576177,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2017,0,5,AM Rahane,16,382,323,35,9,111.65,43,1402,1115,142,31,7.54439461883408,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2018,0,2,AM Rahane,14,370,313,39,5,109.32,44,1232,1015,128,23,7.282758620689655,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2019,0,0,AM Rahane,13,393,285,45,9,123.8,43,1145,921,119,23,7.45928338762215,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2020,0,0,AM Rahane,8,113,107,12,2,65.0,35,876,705,96,16,7.45531914893617,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2021,0,0,AM Rahane,1,8,8,1,0,100.0,22,514,400,58,11,7.71,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2022,0,0,AM Rahane,7,133,128,14,4,104.16,16,254,243,27,6,6.271604938271605,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2023,1,1,AM Rahane,11,326,189,24,16,163.15,19,467,325,39,20,8.621538461538462,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Ajinkya Rahane,KKR,BAT,1.50,1.5,Kolkata Knight Riders,2024,0,1,AM Rahane,11,209,174,20,6,116.66,29,668,491,58,26,8.162932790224033,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2008,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2009,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2010,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2011,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2012,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2013,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2014,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2015,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2016,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2017,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2018,0,0,SM Curran,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2019,1,1,SM Curran,8,95,55,13,3,126.185,8,95,55,13,3,10.363636363636363,9,198,0,323,10,60,31,12,8,1,9.27,9,198,0,323,10,60,31,12,8,1,9.787878787878787,9.787878787878787
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2020,0,1,SM Curran,11,186,141,12,12,110.63,19,281,196,25,15,8.60204081632653,13,252,0,344,13,91,35,8,11,2,7.0,22,450,0,667,23,151,66,20,19,3,8.19047619047619,8.893333333333333
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2021,0,1,SM Curran,4,56,29,5,3,170.82999999999998,23,337,225,30,18,8.986666666666666,9,198,0,328,9,76,27,20,9,2,8.75,31,648,0,995,32,227,93,40,28,5,9.93939393939394,9.212962962962964
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2022,0,0,SM Curran,0,0,0,0,0,0.0,15,242,170,17,15,8.541176470588235,0,0,0,0,0,0,0,0,0,0,0.0,22,450,0,672,22,167,62,28,20,4,,8.96
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2023,1,1,SM Curran,13,276,203,20,13,145.0,17,332,232,25,16,8.586206896551724,14,287,0,489,10,85,49,21,11,1,11.25,23,485,0,817,19,161,76,41,20,3,10.222996515679442,10.10721649484536
Sam Curran,CSK,AR,2.00,2.4,Chennai Super Kings,2024,2,3,SM Curran,11,207,178,19,3,105.26,24,483,381,39,16,7.606299212598425,12,228,0,392,14,73,39,19,7,1,10.0,26,515,0,881,24,158,88,40,18,2,10.31578947368421,10.264077669902912
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2008,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2009,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2010,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2011,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2012,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2013,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2014,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2015,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2016,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2017,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2018,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2019,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2020,0,0,M Jansen,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2021,0,0,M Jansen,2,0,3,0,0,0.0,2,0,3,0,0,0.0,2,36,0,45,2,14,5,0,3,1,7.75,2,36,0,45,2,14,5,0,3,1,7.5,7.5
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2022,1,1,M Jansen,3,9,7,0,1,105.0,5,9,10,0,1,5.4,8,192,0,274,7,83,23,14,9,0,7.5,10,228,0,319,9,97,28,14,12,1,8.5625,8.394736842105264
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2023,0,1,M Jansen,6,39,43,4,0,71.965,11,48,53,4,1,5.433962264150943,8,162,1,267,10,69,28,12,11,5,10.25,18,390,1,586,19,166,56,26,23,6,9.88888888888889,9.015384615384615
Marco Jansen,PBKS,AR,1.25,7.0,Punjab Kings,2024,0,1,M Jansen,2,18,13,1,1,120.83,11,66,63,5,2,6.285714285714286,3,60,0,129,1,20,13,6,6,2,13.33,19,414,1,670,18,172,64,32,26,7,12.9,9.710144927536232
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2008,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2009,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2010,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2011,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2012,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2013,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2014,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2015,0,0,KH Pandya,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2016,2,2,KH Pandya,9,237,124,22,13,166.66500000000002,9,237,124,22,13,11.46774193548387,11,187,0,236,6,55,15,6,7,0,6.92,11,187,0,236,6,55,15,6,7,0,7.572192513368984,7.572192513368984
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2017,2,4,KH Pandya,11,243,179,24,7,123.68,20,480,303,46,20,9.504950495049505,13,240,0,273,10,77,18,7,5,1,7.25,24,427,0,509,16,132,33,13,12,1,6.825,7.152224824355972
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2018,0,4,KH Pandya,13,228,157,22,10,127.27,33,708,460,68,30,9.234782608695651,13,241,0,284,12,85,21,8,5,0,7.0,37,668,0,793,28,217,54,21,17,1,7.070539419087137,7.122754491017964
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2019,0,2,KH Pandya,15,183,150,18,5,100.0,39,654,486,64,22,8.074074074074074,16,276,0,335,12,94,24,12,6,0,7.75,42,757,0,892,34,256,63,27,16,1,7.282608695652174,7.070013210039631
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2020,0,0,KH Pandya,12,109,92,9,5,100.0,40,520,399,49,20,7.819548872180451,16,301,0,380,6,100,27,11,14,0,7.205,45,818,0,999,30,279,72,31,25,0,7.574750830564784,7.32762836185819
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2021,0,0,KH Pandya,12,143,123,10,6,100.0,39,435,365,37,16,7.1506849315068495,12,199,0,265,5,68,15,12,9,2,8.415,44,776,0,980,23,262,66,35,29,2,7.989949748743719,7.577319587628866
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2022,1,1,KH Pandya,13,183,145,16,4,108.69,37,435,360,35,15,7.25,12,228,1,265,10,72,18,8,4,0,7.0,40,728,1,910,21,240,60,31,27,2,6.973684210526316,7.5
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2023,1,2,KH Pandya,14,188,165,15,6,109.19,39,514,433,41,16,7.122401847575058,12,252,0,313,9,96,30,11,1,0,8.125,36,679,1,843,24,236,63,31,14,2,7.452380952380952,7.44918998527246
Krunal Pandya,RCB,AR,2.00,5.75,Royal Challengers Bengaluru,2024,0,2,KH Pandya,10,103,80,5,4,100.0,37,474,390,36,14,7.292307692307692,10,162,0,206,5,45,11,7,5,0,8.08,34,642,1,784,24,213,59,26,10,0,7.62962962962963,7.327102803738318
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2008,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2009,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2010,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2011,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2012,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2013,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2014,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2015,0,0,N Rana,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2016,0,0,N Rana,3,104,75,7,8,89.28,3,104,75,7,8,8.32,1,6,0,3,0,3,0,0,0,0,3.0,1,6,0,3,0,3,0,0,0,0,3.0,3.0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2017,2,2,N Rana,12,333,264,24,17,109.375,15,437,339,31,25,7.734513274336283,0,0,0,0,0,0,0,0,0,0,0.0,1,6,0,3,0,3,0,0,0,0,,3.0
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2018,2,4,N Rana,15,304,232,26,14,123.52,30,741,571,57,39,7.786339754816112,5,37,0,44,4,17,6,1,1,0,5.5,6,43,0,47,4,20,6,1,1,0,7.135135135135135,6.558139534883721
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2019,0,4,N Rana,11,344,235,27,21,116.66,38,981,731,77,52,8.051983584131326,6,48,0,72,3,15,6,3,2,0,8.5,11,85,0,116,7,32,12,4,3,0,9.0,8.188235294117646
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2020,0,2,N Rana,14,352,254,43,12,109.705,40,1000,721,96,47,8.321775312066574,2,12,0,23,0,0,3,0,1,0,11.5,13,97,0,139,7,32,15,4,4,0,11.5,8.597938144329897
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2021,1,1,N Rana,16,383,314,34,17,123.135,41,1079,803,104,50,8.062266500622664,2,12,0,12,0,5,1,0,0,0,6.0,10,72,0,107,3,20,10,3,3,0,6.0,8.916666666666666
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2022,0,1,N Rana,14,361,251,29,22,150.0,44,1096,819,106,51,8.02930402930403,2,12,0,23,0,1,4,0,0,0,11.5,6,36,0,58,0,6,8,0,1,0,11.5,9.666666666666666
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2023,0,1,N Rana,14,413,293,39,20,133.77,44,1157,858,102,59,8.090909090909092,6,53,0,75,3,18,7,3,1,0,7.5,10,77,0,110,3,24,12,3,1,0,8.49056603773585,8.571428571428571
Nitish Rana,RR,AR,1.50,4.2,Rajasthan Royals,2024,0,0,N Rana,1,9,11,1,0,81.81,29,783,555,69,42,8.464864864864865,0,0,0,0,0,0,0,0,0,0,0.0,8,65,0,98,3,19,11,3,1,0,,9.046153846153846
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2008,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2009,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2010,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2011,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2012,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2013,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2014,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2015,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2016,0,0,Washington Sundar,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,,
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2017,1,1,Washington Sundar,5,9,12,0,0,33.33,5,9,12,0,0,4.5,10,180,0,185,8,85,17,6,2,0,6.33,10,180,0,185,8,85,17,6,2,0,6.166666666666667,6.166666666666667
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2018,0,1,Washington Sundar,6,65,38,5,4,184.21,11,74,50,5,4,8.88,7,120,0,192,4,29,9,13,2,0,12.0,17,300,0,377,12,114,26,19,4,0,9.6,7.54
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2019,0,1,Washington Sundar,2,1,3,0,0,25.0,13,75,53,5,4,8.49056603773585,3,54,0,74,4,21,4,5,0,0,8.0,20,354,0,451,16,135,30,24,4,0,8.222222222222221,7.6440677966101696
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2020,0,0,Washington Sundar,9,111,95,10,2,111.11,17,177,136,15,6,7.808823529411764,15,300,1,298,8,114,16,8,1,1,6.0,25,474,1,564,16,164,29,26,3,1,5.96,7.139240506329114
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2021,0,0,Washington Sundar,4,31,47,2,0,65.145,15,143,145,12,2,5.917241379310345,6,96,0,118,3,32,9,4,2,0,7.0,24,450,1,490,15,167,29,17,3,1,7.375,6.533333333333333
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2022,0,0,Washington Sundar,7,101,69,9,3,128.57,20,243,211,21,5,6.909952606635071,8,168,0,239,6,47,14,13,1,1,8.75,29,564,1,655,17,193,39,25,4,2,8.535714285714286,6.968085106382978
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2023,0,0,Washington Sundar,5,60,60,6,0,150.0,16,192,176,17,3,6.545454545454546,7,106,0,146,3,35,12,6,0,0,8.25,21,370,0,503,12,114,35,23,3,1,8.264150943396226,8.156756756756756
Washington Sundar,GT,AR,2.00,3.2,Gujarat Titans,2024,0,0,Washington Sundar,2,0,1,0,0,0.0,14,161,130,15,3,7.430769230769231,2,30,0,73,1,3,9,3,0,0,16.0,17,304,0,458,10,85,35,22,1,1,14.6,9.039473684210526
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2008,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2009,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2010,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2011,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2012,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2013,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2014,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2015,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2016,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2017,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2018,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2019,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2020,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
Donovan Ferreira,DC,BAT,0.75,0.75,Delhi Capitals,2021,0,0,D Ferreira,0,0,0,0,0,0.0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,
